topic,subtopic,content
Hipertensi Pulmonal,Pengobatan Hipertensi Pulmonal: Operasi,"Sebagian penderita hipertensi pulmonal juga dapat menjalani prosedur operasi untuk mengatasi gejala yang dialami. Operasi yang dapat dilakukan antara lain:
- Endarterektomi paru
Tindakan ini dilakukan untuk menghilangkan darah yang telah lama menggumpal di arteri pulmonal. Prosedur ini dilakukan pada penderita hipertensi pulmonal dan emboli paru.
- Balloon pulmonary angioplasty
Prosedur ini dilakukan untuk melancarkan aliran darah ke paru-paru. Pada prosedur ini, balon kecil dimasukkan ke dalam arteri yang aliran darahnya terhambat. Setelah itu, balon dikembangkan beberapa saat untuk membuka hambatan.
- Septostomi atrium
Septostomi atrium dilakukan untuk mengatasi gejala yang tidak dapat diredakan dengan obat-obatan. Pada prosedur ini, dokter melakukan bedah terbuka untuk membuat celah di antara atrium kiri dan kanan jantung, guna melonggarkan tekanan pada sisi kanan jantung. Dengan begitu, jantung dapat memompa darah secara lebih efisien.
- Transplantasi paru-paru atau jantung-paru
Transplantasi dilakukan pada hipertensi pulmonal yang sudah sangat parah. Prosedur ini biasanya dilakukan pada pasien yang masih berusia muda dan menderita hipertensi arteri pulmonal idiopatik.
Transplantasi paru-paru atau jantung-paru dilakukan jika pengobatan lain tidak menunjukkan perbaikan. Hanya saja, prosedur ini belum bisa dilaksanakan di Indonesia.
Untuk mengoptimalkan upaya pengobatan, pasien juga perlu melakukan perubahan gaya hidup. Berikut ini adalah beberapa langkah yang dapat dilakukan:
- Beristirahat yang cukup, untuk membantu mengurangi gejala lemas akibat hipertensi pulmonal
- Tetap aktif berolahraga dengan terlebih dahulu berkonsultasi dengan dokter mengenai jenis olahraga yang tepat
- Menghindari aktivitas yang dapat menurunkan tekanan darah, seperti sauna atau mandi dengan air panas terlalu lama, dan aktivitas yang menyebabkan tegang otot dalam waktu lama, seperti mengangkat benda berat
- Berhenti merokok dan menghindari paparan asap rokok dari orang lain
- Menghindari tinggal atau terlalu lama berada di dataran tinggi, karena dapat memperburuk gejala hipertensi pulmonal
- Menggunakan alat kontrasepsi untuk mencegah kehamilan, karena kehamilan dapat berbahaya bagi penderita hipertensi pulmonal
- Mendapatkan vaksin pneumonia dan influenza secara rutin, karena dua penyakit tersebut dapat memperburuk hipertensi pulmonal
- Mengonsumsi obat yang diresepkan secara teratur sesuai dengan anjuran dokter dan berkonsultasi dengan dokter sebelum mengonsumsi obat lainnya
- Menjalani pemeriksaan secara berkala, sesuai dengan anjuran dari dokter
Dengan menjalani pengobatan dan mengubah gaya hidup, perkembangan penyakit dapat diperlambat dan kondisi pasien akan membaik. Selain itu, dukungan dari teman dan keluarga sangat penting, agar penderita hipertensi pulmonal tidak merasa cemas dan tertekan.
"
Hipertensi Pulmonal,Komplikasi Hipertensi Pulmonal,"Jika tidak segera ditangani, hipertensi pulmonal dapat mengakibatkan gangguan kesehatan lain. Beberapa komplikasi yang dapat terjadi adalah:
"
Hipertensi Pulmonal,Pencegahan Hipertensi Pulmonal,"Meski tidak semua jenis hipertensi pulmonal dapat dicegah, risiko terjadinya kondisi ini dapat dihindari dengan mengubah gaya hidup, misalnya dengan menurunkan berat badan yang berlebih, menerapkan pola makan yang sehat, dan menghindari kebiasaan merokok.
Pencegahan juga dapat dilakukan dengan menangani kondisi lain yang dapat memicu terjadinya hipertensi pulmonal, seperti hipertensi, penyakit jantung koroner, penyakit hati kronis, penyakit paru-paru konis, dan sleep apnea.
"
Endokarditis,Pengertian Endokarditis,"Endokarditis adalah peradangan di endokardium, yaitu lapisan bagian dalam jantung. Peradangan ini umumnya disebabkan oleh bakteri, tetapi bisa juga disebabkan oleh virus atau jamur.
Endokarditis merupakan penyakit peradangan yang jarang terjadi. Penyakit ini hanya dialami oleh 3â10 orang dari setiap 100.000 orang, dan jarang menyerang orang yang jantungnya sehat.

Â
Endokarditis paling berisiko terjadi pada pasien yang menderita kerusakan katup jantung, telah menjalani operasi cangkok katup jantung, atau menderita kelainan jantung.Â
Meski banyak penderitanya yang sembuh, endokarditis dapat memicu komplikasi serius jika tidak segera ditangani. Oleh karenanya, pemeriksaan dan pengobatan sedini mungkin perlu dilakukan.
"
Endokarditis,Pengertian Endokarditis,"Endokarditis merupakan penyakit peradangan yang jarang terjadi. Penyakit ini hanya dialami oleh 3â10 orang dari setiap 100.000 orang, dan jarang menyerang orang yang jantungnya sehat.

Â
Endokarditis paling berisiko terjadi pada pasien yang menderita kerusakan katup jantung, telah menjalani operasi cangkok katup jantung, atau menderita kelainan jantung.Â
Meski banyak penderitanya yang sembuh, endokarditis dapat memicu komplikasi serius jika tidak segera ditangani. Oleh karenanya, pemeriksaan dan pengobatan sedini mungkin perlu dilakukan.
"
Endokarditis,Penyebab Endokarditis,"Endokarditis terjadi ketika kuman masuk ke aliran darah dan bergerak menuju jantung. Kuman tersebut lalu menempel di katup jantung yang mengalami gangguan atau di jaringan jantung yang rusak. Selanjutnya, kuman tersebut akan berkembang biak di lapisan dalam jantung (endokardium).
Kuman penyebab endokarditis dapat masuk ke aliran darah melalui:
- Gigi yang berlubang atau infeksi pada rongga mulut, sehingga kuman dapat masuk dengan mudah ke aliran darah
- Bagian tubuh lain yang terinfeksi, misalnya infeksi di kulit, infeksi menular seksual, atau infeksi di saluran pencernaan

- Kateter urine atau jarum infus, terutama yang telah dipasang dalam jangka waktu lama, misalnya pada pasien stroke atau cuci darah

- Jarum suntik yang terkontaminasi kuman, baik pada penggunaan NAPZA suntik, pembuatan tato, maupun pemasangan tindik
"
Endokarditis,Faktor risiko endokarditis,"Endokarditis dapat dialami oleh siapa saja. Namun, ada beberapa faktor yang dapat meningkatkan risiko seseorang menderita kondisi ini, yaitu:
- Berusia lebih dari 60 tahun
- Menggunakan katup jantung buatan
- Menderita kerusakan di katup jantung
- Memiliki penyakit jantung bawaan

- Menggunakan alat bantu di jantung, seperti alat pacu jantung
- Pernah menderita endokarditis sebelumnya
- Pernah menggunakan NAPZA bentuk suntik
- Memiliki daya tahan tubuh lemah
- Memakai kateter dalam jangka panjang
- Memiliki kesehatan gigi dan mulut yang buruk
"
Endokarditis,Gejala Endokarditis,"Gejala endokarditis bisa berkembang secara perlahan dalam hitungan minggu atau bulan (subacute endocarditis), atau secara mendadak dalam beberapa hari (acute endocarditis). Hal tersebut tergantung pada penyebab infeksi dan apakah penderita mengalami gangguan pada jantung.
Gejala yang dapat muncul pada penderita endokarditis adalah:
- Demam
- Menggigil
- Tubuh mudah lelah
- Nyeri otot dan sendi
- Keringat berlebih pada malam hari

- Pembengkakan di kaki, tungkai kaki, atau perut
- Sesak napas, terutama saat beraktivitas
- Nyeri dada, terutama saat bernapas

- Bunyi jantung tidak normal
- Sakit kepala
- Batuk
- Kulit pucat
Pada kasus yang jarang terjadi, gejala lain juga dapat muncul, seperti:
- Berat badan menurun
- Hematuria (darah pada urine)

- Nyeri tekan di bawah tulang rusuk kiri (limpa)
- Bintik merah, ungu, atau cokelat tanpa disertai nyeri di telapak tangan atau kaki
- Benjolan merah atau ungu yang terasa nyeri di jari tangan atau kaki
- Bintik merah, ungu, atau cokelat di kulit, bagian putih mata, atau di dalam mulut
- Linglung
"
Endokarditis,Gejala Endokarditis: Kapan harus ke dokter,"Segera lakukan pemeriksaan ke dokter jika Anda mengalami gejala yang telah disebutkan di atas, terutama bila memiliki penyakit jantung bawaan atau pernah menderita endokarditis sebelumnya.
Pemeriksaan sejak dini diperlukan agar endokarditis dapat segera didiagnosis, mengingat beberapa gejalanya serupa dengan gejala flu.
"
Endokarditis,Diagnosis Endokarditis,"Untuk mendiagnosis endokarditis, dokter akan terlebih dahulu mengajukan beberapa pertanyaan berikut kepada pasien:
- Gejala yang dialami dan durasinya
- Penyakit lain yang pernah atau sedang diderita
- Prosedur medis yang pernah dijalani
Setelah itu, dokter akan melakukan pemeriksaan fisik secara menyeluruh, seperti mendengarkan bunyi jantung pasien dengan menggunakan stetoskop, mengecek derajat demam pasien, atau memeriksa benjolan yang muncul di jari tangan dan kaki.
Selanjutnya, dokter akan melakukan pemeriksaan lanjutan untuk menetapkan diagnosis, seperti:
- Tes darah, untuk mendeteksi jenis kuman di dalam tubuh yang menyebabkan peradangan dan mengukur kadar sel darah putih atau sel darah merah yang sehat
- Elektrokardiogram (EKG), untuk mendeteksi kelainan pada detak dan irama jantung dengan mengukur aktivitas listrik jantung
- Foto Rontgen dada, untuk melihat apakah endokarditis telah menyebar ke paru-paru dan melihat apakah terjadi pembesaran jantung
- Ekokardiografi, untuk memeriksa kelainan di jantung dengan menggunakan USGÂ 

- Pemindaian dengan CT scan atau MRI, untuk memeriksa apakah infeksi sudah menyebar ke organ lain, seperti otak atau dinding dada

"
Endokarditis,Pengobatan Endokarditis,"Endokarditis umumnya dapat sembuh dengan pemberian obat-obatan. Namun, pada beberapa kasus, prosedur bedah perlu dilakukan, terutama jika pasien memiliki katup jantung prostetik, menderita infeksi endokarditis yang tidak kunjung membaik, mengalami gagal jantung yang parah, atau terdapat abses jantung.
Berikut ini adalah metode pengobatan endokarditis yang dapat dilakukan oleh dokter:
"
Endokarditis,Pengobatan Endokarditis: Obat-obatan,"Obat-obatan yang diberikan oleh dokter akan disesuaikan dengan jenis kuman yang menyebabkan infeksi. Jika infeksi disebabkan oleh bakteri, pasien akan diberikan antibiotik suntik selama di rumah sakit.Â
Antibiotik tersebut biasanya diberikan selama 4â6 minggu sehingga semua bakteri yang ada di endokardium dapat musnah. Bila kondisi sudah membaik, pasien dapat melanjutkan terapi antibiotik di rumah. Meski begitu, pasien dianjurkan untuk kontrol secara rutin ke dokter untuk memastikan apakah pengobatan berjalan dengan baik.
Jika endokarditis disebabkan oleh jamur, dokter akan memberikan obat antijamur. Pada beberapa kasus, pasien perlu mengonsumsi obat antijamur seumur hidup untuk mencegah endokarditis kembali terjadi.
"
Endokarditis,Pengobatan Endokarditis: Operasi,"Operasi diperlukan untuk menangani endokarditis yang tidak kunjung sembuh, dan untuk memperbaiki atau mengganti katup jantung yang sudah rusak. Operasi juga bisa dilakukan pada endokarditis yang disebabkan oleh infeksi jamur.
Selain beberapa kondisi di atas, dokter juga akan menyarankan prosedur operasi jika:
- Endokarditis menyebabkan gagal jantung sehingga aliran darah menjadi terganggu
- Demam tinggi terus berlanjut meski sedang menjalani terapi antibiotik atau antijamur
- Endokarditis disebabkan oleh jenis jamur yang agresif atau bakteri yang kebal terhadap antibiotik
- Muncul abses atau fistula (saluran tidak normal) di bagian dalam jantung
- Endokarditis menimbulkan gumpalan darah
- Pasien memiliki katup jantung prostetik
Dari seluruh kasus endokarditis, sekitar 15â25% pasien memerlukan prosedur operasi.
"
Endokarditis,Komplikasi Endokarditis,"Pada endokarditis, pertumbuhan tidak biasa dari kuman dan sel akan menyebabkan terbentuknya gumpalan di jantung. Gumpalan tersebut dapat terlepas dan berpindah ke organ vital lain, seperti otak, paru-paru, atau ginjal. Gumpalan ini juga dapat berpindah ke lengan dan kaki.
Bila kondisi tersebut tidak segera ditangani, penderita endokarditis dapat mengalami komplikasi berupa:
- Gangguan jantung, seperti kerusakan katup jantung dan gagal jantung (jantung lemah)
- Stroke
- Abses atau kantung berisi nanah di jantung, otak, dan paru-paru

- Kerusakan ginjal
- Emboli paru
- Pembesaran limpa (splenomegali)
- Sepsis
- Kejang
"
Endokarditis,Pencegahan Endokarditis,"Endokarditis dapat dicegah dengan menghindari paparan kuman yang dapat menyebabkan terjadinya infeksi. Upaya yang dapat dilakukan antara lain:
- Menjaga kebersihan gigi dan mulut
- Memeriksakan diri ke dokter gigi secara teratur setiap 6 bulan
- Menghindari perilaku yang dapat memicu infeksi, seperti menggunakan jarum suntik yang tidak steril
- Melakukan pemeriksaan rutin ke dokter bila memiliki riwayat endokarditis sebelumnya, pernah menjalani operasi cangkok katup jantung, atau memiliki penyakit jantung bawaan
"
Patent Foramen Ovale,Pengertian Patent Foramen Ovale,"Patent foramen ovale adalah penyakit jantung bawaan ketika lubang yang terletak di antara serambi kanan dan serambi kiri jantung tidak menutup secara sempurna setelah bayi lahir. Meski jarang bergejala, kondisi ini dapat menyebabkan migrain dan stroke ketika penderita dewasa.
Foramen ovale adalah lubang yang dibutuhkan oleh janin ketika masih di dalam kandungan. Normalnya, lubang ini akan menutup secara alami setelah bayi lahir, karena sudah tidak diperlukan. Patent foramen ovale (PFO) adalah istilah untuk foramen ovale yang tidak menutup setelah bayi lahir.

"
Patent Foramen Ovale,Pengertian Patent Foramen Ovale,"Foramen ovale adalah lubang yang dibutuhkan oleh janin ketika masih di dalam kandungan. Normalnya, lubang ini akan menutup secara alami setelah bayi lahir, karena sudah tidak diperlukan. Patent foramen ovale (PFO) adalah istilah untuk foramen ovale yang tidak menutup setelah bayi lahir.

"
Patent Foramen Ovale,Penyebab Patent Foramen Ovale,"Selama dalam kandungan, paru-paru janin belum berfungsi. Janin memperoleh oksigen dari darah ibu yang mengalir melalui plasenta ke serambi kanan jantung janin melalui tali pusat.
Pada kondisi tersebut, foramen ovale berperan mengalirkan darah secara langsung dari serambi kanan ke serambi kiri jantung, kemudian diteruskan ke bilik kiri untuk diedarkan ke seluruh tubuh.
Setelah bayi lahir, paru-paru akan mulai berfungsi secara normal sehingga sirkulasi darah di dalam jantung juga berubah. Darah kaya oksigen dari paru-paru akan masuk ke serambi kiri sehingga tekanan di serambi kiri jantung akan meningkat dan menutup foramen ovale.
Pada patent foramen ovale (PFO) darah kaya oksigen bercampur dengan darah minim oksigen. Penyebabnya sendiri belum diketahui. Namun, faktor genetik diduga menjadi penyebab utama terjadinya PFO pada bayi.
"
Patent Foramen Ovale,Gejala Patent Foramen Ovale,"Patent foramen ovale cukup sering terjadi, yaitu pada 1 dari 4 bayi. Kondisi ini sering kali tidak menimbulkan gejala sehingga tidak disadari oleh penderitanya. Sebagian besar pasien baru menyadari dirinya menderita PFO ketika melakukan pemeriksaan untuk penyakit lain.
Keluhan yang dapat timbul pada penderita PFO antara lain:
- Lemah atau mati rasa di lengan atau kaki
- Migrain atau sakit kepala
- Nyeri dada
- Penggumpalan darah
- Linglung
- Hilang keseimbangan
"
Patent Foramen Ovale,Gejala Patent Foramen Ovale: Kapan harus ke dokter,"Seperti yang telah disebutkan sebelumnya, penderita sering kali tidak menyadari bila ia menderita PFO. Oleh karena itu, segera periksakan ke dokter apabila mengalami gejala berikut ini:
- Sakit kepala atau migrain yang sering terjadi
- Lemah pada salah satu sisi wajah, lengan, atau kaki
- Gangguan penglihatan
- Tidak dapat berbicara atau bicara pelo secara tiba-tiba
- Gangguan keseimbangan dan berjalan
- Nyeri dada berulang
- Pingsan
"
Patent Foramen Ovale,Diagnosis Patent Foramen Ovale,"Sebagai langkah awal diagnosis PFO, dokter akan memeriksa riwayat kesehatan pasien dan melakukan pemeriksaan fisik. Selanjutnya, dokter akan menjalankan ekokardiografi atau USG jantung untuk melihat kondisi katup dan ruang jantung.
Diagnosis dengan ekokardiografi dapat dibagi menjadi dua jenis, yaitu:
"
Patent Foramen Ovale,Diagnosis Patent Foramen Ovale: Transthoracic echocardiogram,"Prosedur ini dilakukan dengan menggunakan gelombang suara yang diarahkan ke jantung melalui dinding dada. Prosedur ini dapat dilakukan dengan bantuan warna, untuk mengukur kecepatan dan arah aliran darah. Bisa juga dengan larutan garam (saline), untuk mendeteksi lubang di antara serambi jantung.
"
Patent Foramen Ovale,Diagnosis Patent Foramen Ovale: Transesophageal echocardiogram,"Prosedur ini dilakukan dengan memasukkan alat USG ke kerongkongan menggunakan bantuan prosedur endoskopi. Tindakan ini umumnya dilakukan jika ekokardiografi dada tidak mampu menangkap gambar kondisi jantung secara jelas.
"
Patent Foramen Ovale,Pengobatan Patent Foramen Ovale,"Sebagian besar patent foramen ovale tidak membutuhkan penanganan medis secara khusus. Obat hanya diberikan kepada penderita yang mengalami stroke dan penyakit jantung. Dokter juga akan memberikan obat pengencer darah, seperti clopidogrel atau warfarin, untuk mencegah penggumpalan darah di jantung,.
Jika PFO menimbulkan gejala dan menyebabkan kadar oksigen dalam darah rendah (hipoksemia), dokter akan menyarankan pasien untuk menjalani tindakan penutupan foramen ovale. Ada dua metode yang dapat dilakukan dokter untuk menutup lubang PFO, yaitu:
"
Patent Foramen Ovale,Pengobatan Patent Foramen Ovale: Kateterisasi jantung,"Kateterisasi jantung dilakukan dengan menempatkan alat penutup di ujung kateter yang dimasukkan melalui pembuluh darah di selangkangan. Alat penutup tersebut kemudian akan diarahkan langsung ke jantung.
"
Patent Foramen Ovale,Pengobatan Patent Foramen Ovale: Operasi jantung,"Dokter akan membuat sayatan di area dada sebagai akses ke jantung, kemudian menjahit lubang katup yang terbuka. Tindakan ini biasanya dilakukan bersamaan dengan prosedur lain untuk memperbaiki gangguan pada jantung, seperti operasi bypass jantung atau operasi katup jantung.
"
Patent Foramen Ovale,Komplikasi Patent Foramen Ovale,"Patent foramen ovale umumnya tidak menimbulkan komplikasi, kecuali jika disertai dengan kondisi lain atau kelainan lain pada struktur jantung. Komplikasi yang dapat terjadi pada penderita PFO adalah:
- Kekurangan oksigen dalam darah (hipoksemia)
- Stroke iskemik
- Serangan jantung
- Gangguan ginjal
- Migrain
- Emboli lemak
- Emboli udara (pada penyelam)
- Gangguan katup jantung
"
Patent Foramen Ovale,Pencegahan Patent Foramen Ovale,"Tidak ada cara untuk mencegah patent foramen ovale. Namun, ada upaya yang bisa dilakukan untuk menghindari komplikasi, antara lain:
- Konsumsi makanan sehat, bergizi lengkap, dan seimbang.
- Jaga berat badan ideal agar tidak terkena obesitas.
- Lakukan olahraga secara rutin, minimal 30 menit setiap hari.
- Jangan merokok.
- Hindari konsumsi minuman beralkohol
- Jangan menyalahgunakan NAPZA.
- Konsumsi obat untuk mengatasi tekanan darah tinggi atau kolesterol tinggi sesuai dengan anjuran dokter.
- Jalani pengobatan untuk mengatasi kondisi yang berisiko menyebabkan stoke, misalnya atrial fibrilasi.

"
